TickSpotters_ID,SpeciesID_Correct,StageID_Correct_Y_or_N,Corrected_Species_ID,Corrected_Sex,Corrected_Stage_ID,Feeding-time_days,TickSpotter_Response_SpeciesID,TickSpotter_Response_StageID,Date_Found,Found_on,Person_Age,Person_Sex,Pet_Type,State_Country,Zip_code
20612,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,Lone Star tick (Amblyomma americanum),Adult,3/9/16,On a person,,,,Kentucky,40515
20609,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,Gulf Coast Tick (Amblyomma maculatum),Adult,3/9/16,On a person,,,,Texas,78410
20628,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/9/16,On a person,,,,New York,13163
20620,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/9/16,On a person,,,,Virginia,22191
20610,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,Adult,3/9/16,On a pet,,,,Pennsylvania,15068
20622,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,Adult,3/9/16,On a pet,,,,Florida,32466
20619,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Adult,3/9/16,On a person,,,,Virginia,22191
20608,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/9/16,On a person,,,,Massachusetts,2769
20607,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/9/16,On a person,,,,Rhode Island,2804
20604,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/9/16,On a pet,,,,Louisiana,70506
20611,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/9/16,On a person,,,,Massachusetts,2090
20602,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/9/16,On a person,,,,New Jersey,8731
20603,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,0,I don't know,I don't know,3/9/16,On a person,,,,Maryland,20783
20677,N,Y,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1,I don't know,Nymph,3/9/16,On a person,,,,North Carolina,28547
20615,N,N,Stink bug,Unknown,Unknown,N/A,I don't know,I don't know,3/9/16,Loose and wandering,,,,Connecticut,6515
20624,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/10/16,On a person,,,,Massachusetts,1590
20629,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/10/16,On a person,,,,Massachusetts,2771
20634,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/10/16,On a person,,,,Rhode Island,2921
20648,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/10/16,On a person,,,,New Hampshire,3255
20638,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/10/16,On a person,,,,Maine,4643
20644,N,Y,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,4,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/10/16,On a pet,,,,Washington,98648
20636,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/10/16,On a person,,,,Connecticut,6840
20852,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/10/16,On a pet,,,,New Jersey,8081
20639,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,I don't know,I don't know,3/10/16,On a person,,,,New York,14094
20616,N,N,Lone Star tick (Amblyomma americanum),Female,Adult,0,I don't know,I don't know,3/10/16,On a person,,,,Virginia,23694
22071,N,N,Beetle,Unknown,Unknown,N/A,I don't know,Adult,3/10/16,Loose and wandering,,,,California,92845
20626,N,N,Unknown,Unknown,Unknown,0,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/10/16,On a person,,,,Massachusetts,1902
20680,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/11/16,On a person,,,,Massachusetts,1002
20646,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/11/16,On a person,,,,Vermont,5468
20670,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/11/16,On a person,,,,Indiana,46341
20821,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,6,I don't know,Adult,3/11/16,On a pet,,,,Pennsylvania,18512
20665,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,Adult,3/11/16,On a person,,,,Louisiana,70427
20645,N,Y,Brown Dog tick (Rhipicephalus sanguineus),Female,Adult,5,I don't know,Adult,3/11/16,On a pet,,,,Hawaii,96789
21788,N,Y,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/11/16,On a person,,,,California,92651
20673,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/11/16,On a person,,,,New York,11930
20668,Y,N,Blacklegged or Deer tick (Ixodes scapularis),"M,F",Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/11/16,Loose and wandering,,,,New York,14227
20650,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/11/16,On a pet,,,,Louisiana,70460
20654,N,N,Lone Star tick (Amblyomma americanum),Female,Adult,1,I don't know,I don't know,3/11/16,On a pet,,,,Oklahoma,73072
20655,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,0,I don't know,I don't know,3/11/16,On a pet,,,,Oklahoma,73072
21816,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,2,I don't know,I don't know,3/11/16,On a person,,,,Virginia,24523
20681,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,0,I don't know,I don't know,3/11/16,On a person,,,,Georgia,30101
20653,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,4,I don't know,I don't know,3/11/16,On a pet,,,,Oklahoma,73072
22189,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/12/16,On a person,,,,Massachusetts,2155
20691,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/12/16,On a person,,,,Massachusetts,2478
20678,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/12/16,On a pet,,,,New Hampshire,3246
20711,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/12/16,On a person,,,,New York,12866
20735,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/12/16,On a person,,,,New York,14817
20684,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/12/16,On a person,,,,Iowa,52302
20706,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,American Dog tick (Dermacentor variabilis),I don't know,3/12/16,On a person,,,,Rhode Island,2852
20742,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/12/16,On a person,,,,Rhode Island,2852
20759,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,6,I don't know,I don't know,3/12/16,On a person,,,,North Carolina,28147
20740,N,N,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,1,I don't know,I don't know,3/12/16,On a person,,,,California,93921
20814,Y,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,2.5,Lone Star tick (Amblyomma americanum),Adult,3/12/16,On a person,,,,Florida,32641
20741,N,N,Unknown,Unknown,Unknown,0,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/12/16,On a person,,,,Wisconsin,53445
21590,N,N,Unknown,Unknown,Unknown,0,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/12/16,On a person,,,,Oklahoma,73644
20692,N,N,Unknown,Unknown,Unknown,0,Brown Dog tick (Rhipicephalus sanguineus),Adult,3/12/16,On a pet,,,,Nevada,89110
20842,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,Brown Dog tick (Rhipicephalus sanguineus),Adult,3/13/16,On a person,,,,Nebraska,69337
20728,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a pet,,,,Massachusetts,1834
20976,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a pet,,,,Massachusetts,2019
20976,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a pet,,,,Massachusetts,2019
20704,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a person,,,,Massachusetts,2176
20727,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4.5,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a person,,,,New Jersey,7874
20699,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a person,,,,New York,12528
21155,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/13/16,On a person,,,,Ohio,45056
20734,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,Adult,3/13/16,On a pet,,,,Massachusetts,2332
20761,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Adult,3/13/16,On a person,,,,South Carolina,29414
20722,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Nymph,3/13/16,On a person,,,,Kentucky,40055
20724,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/13/16,On a person,,,,New Jersey,7874
20725,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/13/16,On a person,,,,New York,14052
20710,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/13/16,On a pet,,,,Pennsylvania,18411
20753,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/13/16,On a person,,,,New York,14505
20715,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4,I don't know,I don't know,3/13/16,On a person,,,,Pennsylvania,18104
20701,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/13/16,On a person,,,,Georgia,31059
20712,N,N,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,0,I don't know,I don't know,3/13/16,On a pet,,,,Minnesota,55066
20717,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,0,I don't know,Nymph,3/13/16,On a person,,,,New York,11722
20747,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,3/13/16,On a person,,,,Maryland,20769
20720,N,N,Lone Star tick (Amblyomma americanum),Female,Adult,0,I don't know,I don't know,3/13/16,On a person,,,,Virginia,23112
20787,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,3/13/16,On a person,,,,Indiana,46151
20766,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/14/16,On a pet,,,,New York,12010
20859,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/14/16,On a person,,,,Pennsylvania,18249
20769,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/14/16,On a person,,,,Wisconsin,53572
20798,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/14/16,On a person,,,,Wisconsin,54143
20763,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/14/16,On a pet,,,,Minnesota,56442
20916,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,I don't know,Adult,3/14/16,On a person,,,,Massachusetts,1451
20778,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,6,I don't know,Adult,3/14/16,On a person,,,,Pennsylvania,19428
20738,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,Adult,3/14/16,On a person,,,,Georgia,31217
20731,Y,Y,Lone Star tick (Amblyomma americanum),Male,Adult,0,Lone Star tick (Amblyomma americanum),Adult,3/14/16,On a person,,,,New York,11937
20749,N,Y,Western-Blacklegged tick (Ixodes pacificus),Male,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/14/16,On a person,,,,Utah,84078
20757,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/14/16,On a person,,,,Massachusetts,1754
20760,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1.5,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/14/16,On a person,,,,Rhode Island,2871
20767,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/14/16,On a person,,,,New Hampshire,3281
20730,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/14/16,On a person,,,,New Jersey,7733
20777,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/14/16,On a person,,,,Pennsylvania,15126
20746,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/14/16,On a person,,,,Massachusetts,1830
20779,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,I don't know,I don't know,3/14/16,On a person,,,,Massachusetts,1845
20784,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/14/16,On a person,,,,Massachusetts,2468
20737,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,I don't know,3/14/16,On a pet,,,,New York,12446
20853,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/14/16,On a pet,,,,Pennsylvania,17050
20748,N,N,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,1,I don't know,I don't know,3/14/16,On a pet,,,,Michigan,49010
20748,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4.5,I don't know,I don't know,3/14/16,On a pet,,,,Michigan,49010
20750,Y,N,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),I don't know,3/14/16,On a person,,,,Rhode Island,2835
20776,N,N,Lone Star tick (Amblyomma americanum),Unknown,Adult,0,I don't know,I don't know,3/14/16,On a person,,,,West Virginia,26508
20733,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1,I don't know,I don't know,3/14/16,On a person,,,,Georgia,30269
20758,N,N,Spider beetle,Unknown,Unknown,N/A,I don't know,I don't know,3/14/16,On a person,,,,Illinois,60016
20803,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,3/15/16,On a person,,,,California,94004
20818,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/15/16,On a pet,,,,New Hampshire,3837
20791,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/15/16,On a person,,,,New York,12180
20800,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/15/16,On a person,,,,Pennsylvania,15226
21024,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/15/16,On a person,,,,Pennsylvania,16001
20781,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/15/16,On a person,,,,South Carolina,29575
20789,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/15/16,On a person,,,,New York,12010
20806,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/15/16,On a person,,,,Pennsylvania,19072
20770,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,I don't know,I don't know,3/15/16,On a person,,,,West Virginia,26159
20799,Y,N,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,5,Western-Blacklegged tick (Ixodes pacificus),I don't know,3/15/16,On a pet,,,,California,94619
20819,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/16/16,On a person,,,,Rhode Island,2882
20828,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/16/16,On a person,,,,New Hampshire,3443
20810,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/16/16,On a pet,,,,Pennsylvania,17007
20835,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/16/16,On a pet,,,,Minnesota,56301
20827,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4.5,Western-Blacklegged tick (Ixodes pacificus),Adult,3/16/16,On a pet,,,,Pennsylvania,19428
20830,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,Adult,3/16/16,On a person,,,,Pennsylvania,19446
20831,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2.5,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/16/16,On a pet,,,,New York,12831
20824,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/16/16,On a person,,,,Pennsylvania,16652
20805,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/16/16,On a pet,,,,Pennsylvania,19103
20839,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,I don't know,I don't know,3/16/16,On a person,,,,Rhode Island,2837
20838,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/16/16,Loose and wandering,,,,New York,10009
20823,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,3/16/16,On a person,,,,New York,12522
20809,N,N,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,0,I don't know,I don't know,3/16/16,On a pet,,,,North Carolina,28269
20857,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1.5,I don't know,I don't know,3/16/16,On a person,,,,Illinois,60050
20832,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,3/16/16,On a person,,,,Georgia,30062
20808,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,2,I don't know,I don't know,3/16/16,On a person,,,,Florida,32605
20816,N,N,Beetle,Unknown,Unknown,N/A,I don't know,Nymph,3/16/16,Loose and wandering,,,,New York,12866
20825,N,N,Unknown,Unknown,Unknown,0,Blacklegged or Deer tick (Ixodes scapularis),Nymph,3/16/16,On a person,,,,Pennsylvania,17820
20890,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,Adult,3/17/16,On a person,,,,Oklahoma,73049
20854,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/17/16,On a person,,,,Massachusetts,2359
20872,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/17/16,On a person,,,,New York,11050
20876,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/17/16,On a person,,,,New York,13035
20889,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/17/16,On a person,,,,Pennsylvania,15205
20856,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,I don't know,Adult,3/17/16,On a pet,,,,New Hampshire,3253
20871,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,Adult,3/17/16,On a pet,,,,Maryland,20832
20906,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Adult,3/17/16,On a person,,,,Kentucky,42101
20900,N,Y,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,0,I don't know,Adult,3/17/16,On a pet,,,,California,95445
20851,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/17/16,On a pet,,,,Pennsylvania,15317
20875,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/17/16,On a person,,,,Maryland,21502
21052,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,I don't know,I don't know,3/17/16,On a person,,,,Rhode Island,2806
20979,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,I don't know,I don't know,3/17/16,On a person,,,,Connecticut,6812
20850,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,2,I don't know,I don't know,3/17/16,On a pet,,,,New York,12051
20886,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/17/16,On a person,,,,New York,12054
20904,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,I don't know,I don't know,3/17/16,On a person,,,,Wisconsin,53083
20861,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,I don't know,3/17/16,On a pet,,,,Minnesota,56401
20864,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,I don't know,3/17/16,On a pet,,,,California,93611
20845,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,4,I don't know,I don't know,3/17/16,On a pet,,,,Oklahoma,73072
20840,N,N,Bed bug,Unknown,Unknown,N/A,I don't know,Larva,3/17/16,Loose and wandering,,,,New Jersey,8620
20855,N,N,Unknown,Unknown,Unknown,0,I don't know,I don't know,3/17/16,On a person,,,,Florida,33467
20982,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,3/18/16,On a person,,,,Indiana,47408
20924,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a person,,,,Massachusetts,1002
20883,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a pet,,,,Massachusetts,2360
20899,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a person,,,,Rhode Island,2828
20898,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a pet,,,,Maine,4011
20879,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a person,,,,West Virginia,26105
20888,Y,Y,Lone Star tick (Amblyomma americanum),Male,Adult,0,Lone Star tick (Amblyomma americanum),Adult,3/18/16,On a person,,,,North Carolina,27608
20882,N,Y,Lone Star tick (Amblyomma americanum),Male,Adult,0,I don't know,Adult,3/18/16,On a person,,,,Texas,77494
20907,N,Y,Western-Blacklegged tick (Ixodes pacificus),Male,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a person,,,,California,94542
20905,N,Y,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/18/16,On a person,,,,California,95060
20968,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/18/16,On a person,,,,New Hampshire,3037
20968,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,3/18/16,On a pet,,,,New Hampshire,3037
20880,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,I don't know,I don't know,3/18/16,On a person,,,,Massachusetts,2061
21266,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,I don't know,I don't know,3/18/16,On a pet,,,,New York,12477
20962,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,6,I don't know,I don't know,3/18/16,On a person,,,,Illinois,60188
20881,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,0,I don't know,I don't know,3/18/16,On a person,,,,Virginia,22315
20897,N,N,Rocky Mountain Wood tick (Dermacentor andersoni),Male,Adult,0,I don't know,I don't know,3/18/16,On a person,,,,Montana,59865
20922,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,4,I don't know,I don't know,3/18/16,On a person,,,,North Carolina,27613
20902,N,N,Unknown,Unknown,Unknown,0,I don't know,I don't know,3/18/16,On a person,,,,Kentucky,42141
20914,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/19/16,On a person,,,,New Hampshire,3841
20926,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,Blacklegged or Deer tick (Ixodes scapularis),Adult,3/19/16,On a pet,,,,New York,12831
